"Date Printed: Sunday, March 16, 2025 10:32:39 PM"
Title: "AIDS deaths | AIDS prevalence | HIV Stigma | HIV deaths | HIV diagnoses | HIV prevalence | Linkage to HIV care | PrEP coverage and number of persons prescribed | Receipt of HIV medical care | Unstable Housing or Homelessness | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Death data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Deaths in 2020 and beyond should be interpreted considering the impact of the COVID-19 pandemic. For additional information͵ see <a href=https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm>https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm</a>. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   Linkage to care is based on cases diagnosed during the year queried.
   Receipt of care is based on persons living with diagnosed HIV at the end of the year queried.PrEP coverage͵ reported as a percentage͵ is calculated as the number of persons aged ≥16 years classified as having been prescribed PrEP divided by the estimated number of persons aged ≥16 years who had indications for PrEP. To allow for comparison with other HIV indicators͵ data are presented for ≥13‒ and 13‒24-year-olds͵ but represent ≥16‒ and 16‒24-years-olds͵ respectively. CDC has paused PrEP coverage reporting to determine the best methodology for calculating PrEP coverage͵ and to update PrEP coverage estimates using updated methods and sources. Until updated PrEP coverage estimates are published͵ CDC advises against citing specific PrEP coverage data points͵ as historical estimates will be updated.
   Weighted percentages for unstable housing or homelessness and median HIV stigma scores are reported in the ‘Rate per 100͵000’ column with corresponding 95% confidence intervals reported in the ‘Rate LCI’ and ‘Rate UCI’ columns within the Charts and Maps tools or in parentheses within the ‘Rate per 100͵000’ column within the Tables tool.
   To allow for comparison with other HIV indicators͵ data are presented for persons aged ≥13 years and aged 13-24 years. However͵ these estimates are representative of persons with diagnosed HIV aged ≥18 years and 18-24 years͵ respectively. 
   For unstable housing or homelessness͵ estimates with a coefficient of variation ≥0.30 or those based on a denominator sample size less than 30 were suppressed. For HIV stigma͵ estimates based on a denominator sample size less than 30 were suppressed.
   See Technical Notes for more details on data availability͵ stratifications͵ and variable definitions.
   * Estimates with an absolute CI width ≥30͵ estimates with an absolute CI width between 5 and 30 and a relative CI width greater than 130%͵ and estimates of 0% or 100% should be interpreted with caution.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000 (95% CI),Percent
"HIV prevalence","2019","New Mexico","35","3,764","213.7","NA"
"AIDS prevalence","2019","New Mexico","35","1,969","111.8","NA"
"AIDS deaths","2019","New Mexico","35","38","2.2","NA"
"HIV Stigma","2019","New Mexico","35","Data not available","Data not available","NA"
"HIV deaths","2019","New Mexico","35","57","3.2","NA"
"HIV diagnoses","2019","New Mexico","35","176","10.0","NA"
"Linkage to HIV care","2019","New Mexico","35","138","NA","88.5"
"Unstable Housing or Homelessness","2019","New Mexico","35","Data not available","Data not available","NA"
"AIDS deaths","2018","New Mexico","35","53","3.0","NA"
"HIV Stigma","2018","New Mexico","35","Data not available","Data not available","NA"
"HIV deaths","2018","New Mexico","35","75","4.3","NA"
"HIV diagnoses","2018","New Mexico","35","153","8.7","NA"
"Linkage to HIV care","2018","New Mexico","35","102","NA","83.6"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","814","NA","12.0"
"Unstable Housing or Homelessness","2018","New Mexico","35","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","New York","36","91,901","NA","73.8"
"PrEP coverage and number of persons prescribed","2018","New York","36","30,334","NA","41.8"
"Linkage to HIV care","2018","New York","36","2,121","NA","86.4"
"HIV prevalence","2018","New York","36","125,305","754.3","NA"
"HIV diagnoses","2018","New York","36","2,461","14.8","NA"
"HIV deaths","2018","New York","36","1,733","10.4","NA"
"AIDS prevalence","2018","New York","36","71,760","432.0","NA"
"AIDS deaths","2018","New York","36","1,407","8.5","NA"
"Receipt of HIV medical care","2019","New York","36","92,597","NA","74.6"
"PrEP coverage and number of persons prescribed","2019","New York","36","35,608","NA","49.0"
"Linkage to HIV care","2019","New York","36","2,027","NA","87.0"
"HIV prevalence","2019","New York","36","125,303","756.8","NA"
"HIV diagnoses","2019","New York","36","2,369","14.3","NA"
"HIV deaths","2019","New York","36","1,803","10.9","NA"
"AIDS prevalence","2019","New York","36","70,953","428.5","NA"
"AIDS deaths","2019","New York","36","1,448","8.7","NA"
"HIV Stigma","2019","New York","36","No Suppression","28.9 (26.3 - 31.5)","NA"
"Unstable Housing or Homelessness","2019","New York","36","No Suppression","15.9 (11.8 - 20.0)","NA"
"Receipt of HIV medical care","2019","North Carolina","37","24,495","NA","77.4"
"PrEP coverage and number of persons prescribed","2019","North Carolina","37","5,407","NA","16.6"
"Linkage to HIV care","2019","North Carolina","37","1,077","NA","78.9"
"HIV prevalence","2019","North Carolina","37","32,828","370.5","NA"
"HIV diagnoses","2019","North Carolina","37","1,356","15.3","NA"
"AIDS prevalence","2019","North Carolina","37","14,555","164.2","NA"
"AIDS deaths","2019","North Carolina","37","354","4.0","NA"
"HIV Stigma","2019","North Carolina","37","No Suppression","30.6 (27.1 - 34.2)","NA"
"HIV deaths","2019","North Carolina","37","506","5.7","NA"
"Unstable Housing or Homelessness","2019","North Carolina","37","No Suppression","24.7 (17.5 - 31.9)","NA"
"AIDS deaths","2019","North Dakota","38","5","0.8","NA"
"AIDS prevalence","2019","North Dakota","38","217","34.5","NA"
"HIV Stigma","2019","North Dakota","38","Data not available","Data not available","NA"
"HIV deaths","2019","North Dakota","38","5","0.8","NA"
"HIV diagnoses","2019","North Dakota","38","39","6.2","NA"
"HIV prevalence","2019","North Dakota","38","490","77.9","NA"
"Linkage to HIV care","2019","North Dakota","38","36","NA","90.0"
"PrEP coverage and number of persons prescribed","2019","North Dakota","38","186","NA","12.2"
"Receipt of HIV medical care","2019","North Dakota","38","371","NA","81.4"
"Unstable Housing or Homelessness","2019","North Dakota","38","Data not available","Data not available","NA"
"HIV Stigma","2018","New York","36","No Suppression","29.6 (27.5 - 31.7)","NA"
"Unstable Housing or Homelessness","2018","New York","36","No Suppression","16.7 (12.8 - 20.7)","NA"
"Receipt of HIV medical care","2018","North Carolina","37","23,868","NA","77.8"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","4,028","NA","12.4"
"HIV prevalence","2018","North Carolina","37","31,561","360.7","NA"
"HIV diagnoses","2018","North Carolina","37","1,183","13.5","NA"
"AIDS prevalence","2018","North Carolina","37","14,143","161.6","NA"
"AIDS deaths","2018","North Carolina","37","362","4.1","NA"
"HIV Stigma","2018","North Carolina","37","No Suppression","32.3 (28.6 - 36.0)","NA"
"HIV deaths","2018","North Carolina","37","530","6.1","NA"
"Linkage to HIV care","2018","North Carolina","37","932","NA","78.5"
"Unstable Housing or Homelessness","2018","North Carolina","37","No Suppression","22.1 (14.8 - 29.3)","NA"
"AIDS deaths","2018","North Dakota","38","6","1.0","NA"
"AIDS prevalence","2018","North Dakota","38","199","31.8","NA"
"HIV Stigma","2018","North Dakota","38","Data not available","Data not available","NA"
"HIV deaths","2018","North Dakota","38","8","1.3","NA"
"HIV diagnoses","2018","North Dakota","38","36","5.8","NA"
"HIV prevalence","2018","North Dakota","38","449","71.7","NA"
"Linkage to HIV care","2018","North Dakota","38","30","NA","83.3"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","159","NA","10.5"
"Receipt of HIV medical care","2018","North Dakota","38","353","NA","84.7"
"Unstable Housing or Homelessness","2018","North Dakota","38","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Ohio","39","15,460","NA","72.0"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","4,752","NA","11.8"
"HIV prevalence","2018","Ohio","39","22,178","225.5","NA"
"AIDS prevalence","2018","Ohio","39","10,483","106.6","NA"
"Receipt of HIV medical care","2019","Ohio","39","16,766","NA","75.5"
"PrEP coverage and number of persons prescribed","2019","Ohio","39","6,107","NA","15.1"
"HIV prevalence","2019","Ohio","39","23,008","233.4","NA"
"AIDS prevalence","2019","Ohio","39","10,823","109.8","NA"
"AIDS deaths","2019","Ohio","39","277","2.8","NA"
"HIV Stigma","2019","Ohio","39","Data not available","Data not available","NA"
"HIV deaths","2019","Ohio","39","399","4.0","NA"
"HIV diagnoses","2019","Ohio","39","969","9.8","NA"
"Linkage to HIV care","2019","Ohio","39","819","NA","83.6"
"Unstable Housing or Homelessness","2019","Ohio","39","Data not available","Data not available","NA"
"Receipt of HIV medical care","2019","Oklahoma","40","4,244","NA","70.3"
"PrEP coverage and number of persons prescribed","2019","Oklahoma","40","1,160","NA","10.5"
"HIV prevalence","2019","Oklahoma","40","6,349","194.0","NA"
"AIDS prevalence","2019","Oklahoma","40","2,981","91.1","NA"
"AIDS deaths","2019","Oklahoma","40","120","3.7","NA"
"HIV Stigma","2019","Oklahoma","40","Data not available","Data not available","NA"
"HIV deaths","2019","Oklahoma","40","144","4.4","NA"
"HIV diagnoses","2019","Oklahoma","40","345","10.5","NA"
"Linkage to HIV care","2019","Oklahoma","40","222","NA","69.4"
"Unstable Housing or Homelessness","2019","Oklahoma","40","Data not available","Data not available","NA"
"Receipt of HIV medical care","2019","Oregon","41","6,313","NA","89.2"
"PrEP coverage and number of persons prescribed","2019","Oregon","41","3,404","NA","17.2"
"HIV prevalence","2019","Oregon","41","7,230","201.0","NA"
"AIDS prevalence","2019","Oregon","41","3,943","109.6","NA"
"AIDS deaths","2019","Oregon","41","105","2.9","NA"
"HIV Stigma","2019","Oregon","41","No Suppression","31.7 (25.0 - 38.3)","NA"
"HIV deaths","2019","Oregon","41","129","3.6","NA"
"HIV diagnoses","2019","Oregon","41","198","5.5","NA"
"Linkage to HIV care","2019","Oregon","41","173","NA","86.9"
"Unstable Housing or Homelessness","2019","Oregon","41","No Suppression","19.8 (13.2 - 26.4)","NA"
"AIDS deaths","2018","Ohio","39","290","2.9","NA"
"HIV Stigma","2018","Ohio","39","Data not available","Data not available","NA"
"HIV deaths","2018","Ohio","39","375","3.8","NA"
"HIV diagnoses","2018","Ohio","39","974","9.9","NA"
"Linkage to HIV care","2018","Ohio","39","785","NA","80.3"
"Unstable Housing or Homelessness","2018","Ohio","39","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Oklahoma","40","4,192","NA","70.2"
"HIV prevalence","2018","Oklahoma","40","6,119","188.2","NA"
"AIDS prevalence","2018","Oklahoma","40","2,954","90.8","NA"
"AIDS deaths","2018","Oklahoma","40","86","2.6","NA"
"HIV Stigma","2018","Oklahoma","40","Data not available","Data not available","NA"
"HIV deaths","2018","Oklahoma","40","116","3.6","NA"
"HIV diagnoses","2018","Oklahoma","40","277","8.5","NA"
"Linkage to HIV care","2018","Oklahoma","40","196","NA","70.0"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","818","NA","7.4"
"Unstable Housing or Homelessness","2018","Oklahoma","40","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Oregon","41","6,058","NA","88.7"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","2,763","NA","14.0"
"HIV prevalence","2018","Oregon","41","7,020","197.2","NA"
"AIDS prevalence","2018","Oregon","41","3,894","109.4","NA"
"AIDS deaths","2018","Oregon","41","88","2.5","NA"
"HIV Stigma","2018","Oregon","41","No Suppression","30.1 (26.8 - 33.3)","NA"
"HIV deaths","2018","Oregon","41","105","2.9","NA"
"HIV diagnoses","2018","Oregon","41","227","6.4","NA"
"Linkage to HIV care","2018","Oregon","41","188","NA","82.1"
"Unstable Housing or Homelessness","2018","Oregon","41","No Suppression","18.3 (11.9 - 24.8)","NA"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","8,551","NA","23.4"
"HIV prevalence","2018","Pennsylvania","42","35,662","326.4","NA"
"HIV diagnoses","2018","Pennsylvania","42","1,017","9.3","NA"
"AIDS prevalence","2018","Pennsylvania","42","19,317","176.8","NA"
"PrEP coverage and number of persons prescribed","2019","Pennsylvania","42","10,105","NA","27.7"
"HIV prevalence","2019","Pennsylvania","42","36,229","331.6","NA"
"AIDS prevalence","2019","Pennsylvania","42","19,422","177.8","NA"
"AIDS deaths","2019","Pennsylvania","42","441","4.0","NA"
"HIV Stigma","2019","Pennsylvania","42","No Suppression","32.4 (27.5 - 37.3)","NA"
"HIV deaths","2019","Pennsylvania","42","599","5.5","NA"
"HIV diagnoses","2019","Pennsylvania","42","991","9.1","NA"
"Linkage to HIV care","2019","Pennsylvania","42","Data not available","NA","Data not available"
"Receipt of HIV medical care","2019","Pennsylvania","42","Data not available","NA","Data not available"
"Unstable Housing or Homelessness","2019","Pennsylvania","42","No Suppression","21.1 (14.1 - 28.1)","NA"
"AIDS deaths","2018","Pennsylvania","42","420","3.8","NA"
"HIV Stigma","2018","Pennsylvania","42","No Suppression","30.4 (24.7 - 36.1)","NA"
"HIV deaths","2018","Pennsylvania","42","571","5.2","NA"
"Linkage to HIV care","2018","Pennsylvania","42","Data not available","NA","Data not available"
"Receipt of HIV medical care","2018","Pennsylvania","42","Data not available","NA","Data not available"
"Unstable Housing or Homelessness","2018","Pennsylvania","42","No Suppression","21.8 (15.3 - 28.3)","NA"
"Receipt of HIV medical care","2018","Rhode Island","44","2,142","NA","85.0"
"HIV prevalence","2018","Rhode Island","44","2,593","283.6","NA"
"AIDS prevalence","2018","Rhode Island","44","1,423","155.6","NA"
"AIDS deaths","2018","Rhode Island","44","32","3.5","NA"
"HIV Stigma","2018","Rhode Island","44","Data not available","Data not available","NA"
"HIV deaths","2018","Rhode Island","44","41","4.5","NA"
"HIV diagnoses","2018","Rhode Island","44","75","8.2","NA"
"Linkage to HIV care","2018","Rhode Island","44","68","NA","90.7"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","874","NA","22.5"
"Unstable Housing or Homelessness","2018","Rhode Island","44","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","South Carolina","45","13,231","NA","79.2"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","1,241","NA","11.9"
"HIV prevalence","2018","South Carolina","45","16,783","390.6","NA"
"AIDS prevalence","2018","South Carolina","45","8,942","208.1","NA"
"AIDS deaths","2018","South Carolina","45","238","5.5","NA"
"HIV Stigma","2018","South Carolina","45","Data not available","Data not available","NA"
"HIV deaths","2018","South Carolina","45","314","7.3","NA"
"HIV diagnoses","2018","South Carolina","45","726","16.9","NA"
"Linkage to HIV care","2018","South Carolina","45","617","NA","86.3"
"Unstable Housing or Homelessness","2018","South Carolina","45","Data not available","Data not available","NA"
"AIDS deaths","2018","South Dakota","46","12","1.7","NA"
"AIDS prevalence","2018","South Dakota","46","277","38.5","NA"
"HIV Stigma","2018","South Dakota","46","Data not available","Data not available","NA"
"HIV deaths","2018","South Dakota","46","14","1.9","NA"
"HIV diagnoses","2018","South Dakota","46","29","4.0","NA"
"HIV prevalence","2018","South Dakota","46","604","83.9","NA"
"Linkage to HIV care","2018","South Dakota","46","26","NA","89.7"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","101","NA","11.1"
"Receipt of HIV medical care","2018","South Dakota","46","483","NA","83.1"
"Unstable Housing or Homelessness","2018","South Dakota","46","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Tennessee","47","13,354","NA","80.4"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","2,611","NA","11.6"
"HIV prevalence","2018","Tennessee","47","17,321","304.1","NA"
"AIDS prevalence","2018","Tennessee","47","8,474","148.8","NA"
"AIDS deaths","2018","Tennessee","47","274","4.8","NA"
"HIV Stigma","2018","Tennessee","47","Data not available","Data not available","NA"
"HIV deaths","2018","Tennessee","47","358","6.3","NA"
"HIV diagnoses","2018","Tennessee","47","740","13.0","NA"
"Linkage to HIV care","2018","Tennessee","47","559","NA","73.4"
"Unstable Housing or Homelessness","2018","Tennessee","47","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Texas","48","66,453","NA","76.1"
"PrEP coverage and number of persons prescribed","2018","Texas","48","17,783","NA","14.4"
"Linkage to HIV care","2018","Texas","48","3,307","NA","75.4"
"HIV prevalence","2018","Texas","48","91,441","392.3","NA"
"HIV diagnoses","2018","Texas","48","4,421","19.0","NA"
"HIV deaths","2018","Texas","48","1,376","5.9","NA"
"AIDS prevalence","2018","Texas","48","45,586","195.6","NA"
"AIDS deaths","2018","Texas","48","1,108","4.8","NA"
"HIV Stigma","2018","Texas","48","No Suppression","35.1 (31.8 - 38.4)","NA"
"Unstable Housing or Homelessness","2018","Texas","48","No Suppression","24.5 (19.3 - 29.8)","NA"
"Receipt of HIV medical care","2018","Utah","49","2,133","NA","75.9"
"PrEP coverage and number of persons prescribed","2018","Utah","49","1,492","NA","21.8"
"HIV prevalence","2018","Utah","49","2,938","118.3","NA"
"AIDS prevalence","2018","Utah","49","1,435","57.8","NA"
"AIDS deaths","2018","Utah","49","35","1.4","NA"
"HIV Stigma","2018","Utah","49","Data not available","Data not available","NA"
"HIV deaths","2018","Utah","49","45","1.8","NA"
"HIV diagnoses","2018","Utah","49","123","5.0","NA"
"Linkage to HIV care","2018","Utah","49","99","NA","83.2"
"Unstable Housing or Homelessness","2018","Utah","49","Data not available","Data not available","NA"
"AIDS deaths","2018","Vermont","50","8","1.5","NA"
"AIDS prevalence","2018","Vermont","50","373","68.6","NA"
"HIV Stigma","2018","Vermont","50","Data not available","Data not available","NA"
"HIV deaths","2018","Vermont","50","11","2.0","NA"
"HIV diagnoses","2018","Vermont","50","18","3.3","NA"
"HIV prevalence","2018","Vermont","50","698","128.3","NA"
"Linkage to HIV care","2018","Vermont","50","Data not available","NA","Data not available"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","282","NA","26.6"
"Receipt of HIV medical care","2018","Vermont","50","Data not available","NA","Data not available"
"Unstable Housing or Homelessness","2018","Vermont","50","Data not available","Data not available","NA"
"Receipt of HIV medical care","2018","Virginia","51","15,309","NA","68.8"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","3,128","NA","10.0"
"HIV prevalence","2018","Virginia","51","22,770","317.7","NA"
"AIDS prevalence","2018","Virginia","51","10,829","151.1","NA"
"AIDS deaths","2018","Virginia","51","226","3.2","NA"
"HIV Stigma","2018","Virginia","51","No Suppression","30.4 (26.9 - 33.9)","NA"
"HIV deaths","2018","Virginia","51","310","4.3","NA"
"HIV diagnoses","2018","Virginia","51","859","12.0","NA"
"Linkage to HIV care","2018","Virginia","51","659","NA","76.8"
"Unstable Housing or Homelessness","2018","Virginia","51","No Suppression","17.0 (11.4 - 22.6)","NA"
"Receipt of HIV medical care","2018","Washington","53","11,289","NA","86.1"
"PrEP coverage and number of persons prescribed","2018","Washington","53","8,255","NA","20.6"
"HIV prevalence","2018","Washington","53","13,471","213.1","NA"
"AIDS prevalence","2018","Washington","53","7,064","111.8","NA"
"AIDS deaths","2018","Washington","53","169","2.7","NA"
"HIV Stigma","2018","Washington","53","No Suppression","30.6 (26.3 - 35.0)","NA"
"HIV deaths","2018","Washington","53","212","3.4","NA"
"HIV diagnoses","2018","Washington","53","497","7.9","NA"
"Linkage to HIV care","2018","Washington","53","457","NA","90.7"
"Unstable Housing or Homelessness","2018","Washington","53","No Suppression","21.5 (15.0 - 28.0)","NA"
"Receipt of HIV medical care","2018","West Virginia","54","1,361","NA","75.2"
"HIV Stigma","2018","West Virginia","54","Data not available","Data not available","NA"
"HIV diagnoses","2018","West Virginia","54","92","6.0","NA"
"Linkage to HIV care","2018","West Virginia","54","70","NA","81.4"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","369","NA","7.0"
"Unstable Housing or Homelessness","2018","West Virginia","54","Data not available","Data not available","NA"
"HIV prevalence","2018","West Virginia^","54","1,864","120.6","NA"
"AIDS deaths","2018","West Virginia^","54","39","2.5","NA"
"AIDS prevalence","2018","West Virginia^","54","992","64.2","NA"
"HIV deaths","2018","West Virginia^","54","48","3.1","NA"
"Receipt of HIV medical care","2018","Wisconsin","55","5,051","NA","82.6"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","1,852","NA","14.3"
"HIV prevalence","2018","Wisconsin","55","6,229","127.0","NA"
"AIDS prevalence","2018","Wisconsin","55","2,985","60.9","NA"
"AIDS deaths","2018","Wisconsin","55","65","1.3","NA"
"HIV Stigma","2018","Wisconsin","55","Data not available","Data not available","NA"
"HIV deaths","2018","Wisconsin","55","91","1.9","NA"
"HIV diagnoses","2018","Wisconsin","55","208","4.2","NA"
"Linkage to HIV care","2018","Wisconsin","55","178","NA","86.4"
"Unstable Housing or Homelessness","2018","Wisconsin","55","Data not available","Data not available","NA"
